,ent_rate4,value__sum_values,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8","value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",value__mean_n_absolute_max__number_of_maxima_7,value__quantile__q_0.1,value__cid_ce__normalize_True,value__variation_coefficient,"value__agg_autocorrelation__f_agg_""median""__maxlag_40","value__agg_autocorrelation__f_agg_""var""__maxlag_40"
Q9205,2.182512237969684,258885.1,946906.7871238132,-215.2130434782609,556978.625950413,11.0,4956.857142857143,1234.85,6.487837425150815,0.5334389518608833,0.2448667170906882,0.1081989669245574
Q9206,3.045826281711967,200830.0,175640.45368620034,60.0,136383.67346938775,11.0,3930.0,1140.0,7.716897371274578,0.4421712309019411,0.0174013714732581,0.0418224467557334
Q9207,1.7457675541137867,866861.0,8096695.922499999,230.7837837837837,45460.83024691358,11.0,18956.14285714286,3311.0,5.728791720920303,0.6537360262130667,0.1366046324047305,0.0835189960847543
Q9208,1.6486578313306264,454359.0,5563956.471224491,187.8333333333333,6467068.138888889,4.0,10055.42857142857,1045.5,9.9921712826109,0.6353846867281642,0.1210931769436856,0.0403405790452453
Q9209,2.883740875037475,698598.0,520434.80888888886,91.16666666666669,1426360.2098765431,11.0,12972.285714285714,3134.0,7.376938129980396,0.4806320763357333,0.0719480599180687,0.047122714212333
Q9210,3.53555134275555,645643.0,228746.74651498155,36.333333333333336,120495.45674740484,12.0,7639.428571428572,148.2,11.221388227524113,0.7939331521474229,0.3166671028214705,0.0400644368589681
Q9211,2.4802800526935744,755810.0,520447.8888888888,49.49152542372882,1435164.803804994,11.0,14667.142857142857,1420.0,8.258350897715266,0.8595005865784312,0.2177645712925031,0.1627553458834051
Q9212,2.642441310900974,374880.0,733544.6003722147,6.666666666666667,36059.21521997622,13.0,5287.142857142857,390.0,6.758751240167708,0.761847159897909,0.6576862886388667,0.0414622009042969
Q9213,1.6681218166803047,292097.3,1808.836875896456,22.47586206896552,2425.5790725327,14.0,4393.400000000001,262.55000000000007,10.062100947228984,0.7316986898496028,0.2907328164073665,0.0572412562335589
Q9214,0.6255331660499581,205327.0,1240.202003961477,21.019672131147537,1428.685279429248,14.0,3050.8142857142857,199.31,9.674082097420138,0.7461843829443058,0.3210823487009759,0.0654343405173465
Q9215,0.8473405761304715,404643.0,3259.34352844751,41.91016949152542,5337.718858501783,13.0,6105.571428571428,346.21000000000004,9.669147359733715,0.7736867413232885,0.3312702463527414,0.0620510493016472
Q9216,0.9019277575110294,416675.1,3371.3991407690696,40.00327868852459,5237.657431629008,13.0,6284.2,370.88000000000005,9.709657785073835,0.7647223121404136,0.3218902092226507,0.0629057246821818
Q9217,0.8347346673522829,360568.5,2983.323040775904,40.60491803278689,4631.922687277053,14.0,5751.157142857142,312.52000000000004,9.865169583709337,0.7918350519394588,0.3085401108484612,0.0655364861310791
Q9218,2.367297633574339,201679.6,6567.297250194198,24.06842105263159,10724.524540816325,13.0,2935.128571428571,190.65,8.890107447791177,0.7826360719768533,0.3979968246821059,0.0562843755223184
Q9219,1.422693629641894,597537.0,14403.814356942832,14.10344827586207,21408.19976218787,13.0,8647.57142857143,695.0000000000001,11.21054207938455,0.5948191672643173,-0.0134641007433637,0.0861343965913304
Q9220,1.714388983762252,426614.0,9196.660064203264,8.859649122807017,19296.88775510204,13.0,5062.428571428572,587.8000000000001,12.158523113315685,0.5035854616961912,-0.0834177181100924,0.0956814707938435
Q9221,3.3279631356740627,1078831.0,448316.1314834721,143.05357142857142,759479.2366230678,13.0,17482.285714285714,779.9,8.750060823561107,0.9126262967244692,0.4054600253142233,0.0729793649707225
Q9222,1.326861735310644,622002.6000000001,3801.949443344037,61.02295081967213,7343.693531510112,14.0,9330.714285714284,570.09,9.7040870301332,0.7574218276023998,0.3233098151521417,0.0639640828596314
Q9223,3.465557270765509,246488.0,458452.9158957701,-6.65,1337210.4444444447,11.0,3851.714285714286,433.4,15.107516817667198,0.6077401479586407,0.1179987023561963,0.041300471938658
Q9224,3.227184481868675,404714.3,19188.68283177377,37.77321428571428,17372.344470868,13.0,6103.371428571429,353.5,9.665010176248126,0.7736772269276325,0.3303399985252665,0.0620086877746703
Q9225,3.666833775555248,292089.7,13728.32496550782,21.589285714285715,9883.553103448272,13.0,4395.714285714285,267.52000000000004,10.085426168126762,0.7324144452556018,0.2895107801047729,0.0570260685382213
Q9226,3.1171231948749405,462620.0,71584.41666666667,39.64912280701754,87746.73008323424,13.0,6347.142857142857,419.0,10.403294109280568,0.6739750521534805,0.2730371159204764,0.0788381332828925
Q9227,3.2508022466539797,206043.4,6095.476430571685,18.15789473684211,11253.47303210464,14.0,3063.214285714286,196.6,9.866661238504223,0.7484544146869074,0.3291829344335322,0.0657727962307224
Q9228,3.3318444121776887,416665.1,19667.29363568062,38.660344827586215,17154.381736028547,13.0,6278.814285714286,375.84,9.705224798309107,0.7650861598249881,0.3213471211877962,0.0627987686312642
Q9229,3.181497982185451,597611.0,45114.24165016052,14.407407407407408,57243.80246913579,13.0,8648.857142857143,676.3000000000001,11.281617135551038,0.5956035184448879,-0.0128489690091105,0.0855449894813477
Q9230,3.364038817817742,200024.7,55844.35478598105,-10.251851851851848,17578.93905325445,13.0,2962.0999999999995,189.35,9.189722661152691,0.7852270311399487,0.3765297079922388,0.0508368575306876
Q9231,3.0711617560917177,422683.7,33788.81047469435,39.88524590163934,100122.3607609988,13.0,6629.685714285713,384.25000000000006,10.182944822435154,0.7632069717648076,0.2825096241029947,0.0688862010279323
Q9232,2.1051176636337634,1080097.0,1467145.0617894214,200.24528301886792,2483373.994513032,13.0,18061.28571428572,773.4000000000001,8.943833967795877,0.9181414537514068,0.394323952929012,0.0708575585166725
Q9233,2.3329599083550274,416660.6,199627.16243626853,57.60188679245283,518685.7298765431,13.0,6498.842857142858,357.24,9.975088819218406,0.7703266062103068,0.3181831064024897,0.0612392068545948
Q9234,3.330806867530927,597567.0,88987.37190082643,10.15686274509804,105971.17729591836,13.0,8684.285714285714,672.6000000000001,11.37575076662473,0.5967866260624974,-0.010575861142858,0.0848233734097631
Q9235,3.103001442076,363020.6,47460.080655555554,45.4,148162.0447321428,14.0,5825.242857142856,313.81,10.030777467392292,0.7985946553142219,0.3189332957338314,0.0666126957271592
Q9236,1.8575410738438864,247993.0,1830964.1318819013,-104.1851851851852,1143560.6172839506,4.0,4916.571428571428,400.50000000000006,17.055387691356824,0.7559044437639141,0.0584834395850326,0.0230474688898184
Q9237,3.4101124402625604,426764.0,36103.93159722223,5.490909090909091,35047.21428571428,13.0,5083.428571428572,574.7,12.277684246002416,0.5050462497431878,-0.0876529739736819,0.0940342099554753
Q9238,3.2323790483924855,422776.8000000001,50180.968749305546,48.0135593220339,150187.48613555287,14.0,6649.357142857143,377.18,10.200352636719646,0.7642368660162293,0.2826051097300481,0.0687876754952865
Q9239,2.346852964219967,200174.1,361366.3544649228,30.43555555555556,205474.53678638936,13.0,3248.042857142857,158.0,10.235463379518482,0.8026213960369841,0.3558017011006618,0.0464833101265768
Q9240,2.612143782328383,406580.0,373869.9985136741,77.14285714285714,131222.22222222222,14.0,4468.571428571428,959.0,13.471652556401684,0.4187573738715582,-0.0291636685465359,0.0411494550216172
Q9241,3.2361653187290735,707360.0,277510.26569223416,17.555555555555557,191437.76,11.0,7810.0,1484.0000000000002,12.382944936696076,0.4388429946156806,-0.1364178221799871,0.065366882046646
Q9242,1.8693113256354081,167272.4,1728.307294583704,21.89655172413793,2804.3583673469407,14.0,2607.328571428571,158.22,9.755628885732383,0.7913860152686266,0.3270908415973332,0.0672145333054739
Q9243,0.11734079603447149,200803.3,636.8533488149724,17.24590163934426,568.4363139120105,13.0,3138.657142857143,171.17000000000002,10.115618661349062,0.7378676349706732,0.2631786853688066,0.064433093122749
Q9244,3.1653236170417998,707140.0,2200426.377346875,67.10526315789474,731776.5432098765,12.0,8237.142857142857,1425.0,14.7069747504219,0.4939359243065216,-0.0940791768237652,0.0409506012645988
Q9245,3.0259215492571556,247780.0,264068.2751178198,14.41304347826087,19283.419501133783,13.0,3098.714285714286,395.3,13.48055636035365,0.5180458192976011,0.0059101732606253,0.0682042655122024
Q9246,2.8755539936534618,167376.6,19363.370576936653,12.466071428571428,38862.5888340192,14.0,2643.371428571428,159.16,9.96411772732412,0.7950332385551379,0.3264399340648002,0.0659996935296598
Q9247,2.8839576515985845,712890.0,3980847.062381853,67.29729729729729,771218.75,12.0,9055.714285714286,1378.0,16.205325630542664,0.5360681678690781,-0.068498440144309,0.0300034043645508
Q9248,3.6101426475588543,960970.0,661065.2687657947,106.22641509433964,1444988.16,13.0,12764.285714285714,747.0000000000001,12.01219920339774,0.5822381806034151,0.0804627025834638,0.0558016783744107
Q9249,2.96919566932963,249173.0,375855.7260416666,21.5,20515.05859375,12.0,3206.428571428572,393.1,14.111574628601074,0.5250089699606083,0.0025015426281644,0.0614878336309149
Q9250,1.9615722688233657,438666.0,11029.82798490811,43.89873417721519,26963.56213017752,12.0,7863.857142857143,122.0,9.000839407273109,1.3017747671006743,0.4718727035484298,0.0569404230970546
Q9251,1.0116022533628022,856760.0,6651.017465149816,65.71428571428571,19855.75279421433,12.0,10667.142857142857,691.0,10.325030179492842,0.8057365005381311,0.4637866450807454,0.0321289867652236
Q9252,0.05938583748283956,1687275.6999999995,13457.538477808048,115.9025316455696,9218.608652202523,12.0,26605.64285714285,437.46,9.930486966195202,1.0079630048055583,0.3796888991312968,0.0514987997374069
Q9253,3.5985057848751203,438564.0,85635.68382934443,43.3013698630137,264628.2029085873,12.0,7923.571428571428,120.0,9.138607277506775,1.3041966980008843,0.4688080954656356,0.0564759396893169
Q9254,1.5990576879617369,226159.69999999995,85864.05986159171,38.7,181258.0418991965,13.0,3389.914285714286,117.9,11.003169017243415,0.9189258342611596,0.3854844402385264,0.0443351826764083
Q9255,3.1310870825119737,298586.0,122478.21659722224,20.818181818181817,130150.73520710056,13.0,5547.571428571428,209.8,9.692707781014017,0.8471002260508887,0.1735661456714308,0.0743871022480851
Q9256,1.6102565079592357,1756280.0,58573.373658067605,118.2051282051282,103286.7728531856,12.0,21312.85714285714,770.0,10.52512293275299,0.847214879462461,0.439474488098158,0.0326758245922046
Q9257,3.531904066298415,1759870.0,193840.18828369133,76.62337662337663,446764.353542732,12.0,21382.85714285714,760.0,10.547208615989746,0.8460875350318519,0.4401895563332516,0.0323550111980917
Q9258,0.506841427067212,119265.7,926.5852358347108,28.475000000000005,730.0855801020418,12.0,2391.11,872.399,6.402494040768213,0.3586440841847183,0.2069631219166218,0.1362820381666917
Q9259,0.7903329952323513,1337583.1,9758.06527639801,76.02784810126583,27636.79172912556,12.0,14637.3,970.92,10.643042994785349,0.7498986821930211,0.4390969158177019,0.0380336381547019
Q9260,3.067874730475221,505940.0,44320.76445910575,4.868421052631579,4267.455621301776,12.0,2875.714285714286,1861.0,9.53650586750166,0.1434741808103192,0.5151422030346461,0.0251595213807772
Q9261,3.4960535796937218,1221460.0,5713.294822061056,0.4347826086956521,10932.505478451423,12.0,6211.428571428572,5200.0,11.00420595234258,0.0491500553102487,0.348331903594139,0.0348210179692079
Q9262,3.4911279852888013,505840.0,46549.09103947793,1.8421052631578947,4451.038781163436,13.0,2888.5714285714284,1851.0,9.819739276725093,0.144366805269206,0.5115010254016172,0.0244518016825515
Q9263,0.9163372647702668,88020.61,365.5644431735537,21.1423076923077,487.7153352040811,12.0,1725.1157142857144,647.586,6.694655508774454,0.3387994544373612,0.198901434364166,0.127566969202298
Q9264,2.777392306802954,129445.05,220.04017053273324,5.813684210526318,200.5220385802472,12.0,1327.2385714285715,825.6560000000001,8.991666749792035,0.179059872475093,0.1266281601998194,0.113686855106091
Q9265,2.0111264022977027,1294653.3000000005,24669.91009493675,73.44871794871794,71316.9086390534,12.0,14699.757142857145,870.57,10.561512931625089,0.7756726103215502,0.43632871625696,0.0393450537131033
Q9266,2.756716033113074,129559.98000000004,492.792925968936,6.668947368421055,528.323103114186,12.0,1332.68,824.314,9.034797788277364,0.1791146536608945,0.1275135155106161,0.1125589234577994
Q9267,1.190820806818441,88089.25000000001,12447.152950587397,30.531666666666656,18664.05212892561,11.0,1769.9242857142858,649.989,7.075735700439034,0.343551094884245,0.1892176679087365,0.1218926671138399
Q9268,2.988613298034234,505440.0,51156.25168782068,-6.25,12428.09573361082,14.0,2921.428571428572,1841.0,10.527818492319415,0.1479751367229325,0.4906467576409269,0.0222428884688382
Q9269,1.7062968972725852,1222760.0,48274.44145414157,4.651162790697675,55986.88865764829,8.0,6310.0,5160.0,14.465668397612465,0.0571491211810265,0.2741259607473596,0.0208739169578499
Q9270,2.5980819900866576,539990.0,6868.345768616636,46.92105263157895,7202.712802768166,11.0,6365.714285714285,3263.1,7.949162577164155,0.2565733928937665,0.0861328874384153,0.1015168297757432
Q9271,2.6583841495850447,235758.0,52088.11768573308,-10.173913043478262,46240.24888888889,12.0,2760.428571428572,1640.0,10.17026793050107,0.167825296040245,-0.1132179661816432,0.0468365724609442
Q9272,2.9308163765199446,342250.0,169332.56704980842,-60.0,236757.09876543205,11.0,4762.857142857143,2037.0,6.52141044798956,0.2722091369185413,0.0489207149701203,0.0802865374714497
Q9273,1.0273094111862011,775400.6000000001,170076.72710880998,96.01944444444445,275813.55820069177,11.0,9804.628571428571,4383.91,8.191119936796126,0.2779490326082245,-0.0301243781540291,0.0980596360005819
Q9274,3.2338161001155363,121213.0,10443.029745808546,27.65,17850.602076124567,11.0,2094.5714285714284,324.0,8.64912443711174,0.5551205298955133,0.1286469116334293,0.0906546499388148
Q9275,2.5686223417516563,568793.6000000002,9626.925490779304,56.70000000000002,22949.773475000005,12.0,7286.528571428572,2974.42,7.488276898613481,0.3247506286443258,0.0093045440748474,0.1219519791409864
Q9276,2.221304242451064,385278.0,19529.08201480621,42.47222222222222,38899.625,13.0,4855.142857142857,2303.1,7.718649083112705,0.2756713083291517,0.0516177262313459,0.1017705641019555
Q9277,2.754212563202829,310200.0,55889.20597172679,-43.793103448275865,43251.53061224491,0.0,3291.428571428572,2220.0,8.32311657191841,0.1220801736414295,0.141588742563426,0.0973876275912007
Q9278,0.9066678886987687,569139.2000000001,98446.74544375,97.25588235294116,132721.27709342557,11.0,7415.814285714286,2963.6,7.665123646725311,0.327071140732293,0.0073555836286658,0.1179215389549129
Q9279,0.2052051144002843,455884.7,1361.609255002705,68.32558139534885,2182.493877551018,11.0,7184.085714285714,1560.65,8.273305851038556,0.5096384750462529,0.0668128007999479,0.1117830812826995
Q9280,1.9188249744855363,249110.0,27934.181301652887,-7.5,51077.56232686981,13.0,3224.285714285714,1300.0,9.025194093129372,0.2767869743869739,0.0824030284318393,0.0744684510716168
Q9281,2.0275841919733884,932900.0,358072.57584770967,105.55555555555556,349030.4709141274,11.0,10928.57142857143,5400.0,10.530397778477464,0.212480362371139,0.0460930584241551,0.0328967121361571
Q9282,3.0733264091719885,477380.0,73639.50617283951,5.3125,64273.4375,11.0,5164.285714285715,3330.0,9.81495089709065,0.1360853623269664,0.008582171299955,0.0479360153243728
Q9283,2.6318830320059776,477620.0,170707.42932281396,28.695652173913043,88001.0,11.0,5235.714285714285,3324.0,10.7473653299735,0.1410481169388898,-0.000798345618267,0.0425994255400236
Q9284,2.9257797529671445,233050.0,100474.33333333331,62.285714285714285,192887.5,11.0,3974.285714285714,685.0,7.738825018748827,0.6272989221358688,0.1987663681095331,0.1145030621927862
Q9285,1.796038462293309,768570.0,277269.54365079367,25.75757575757576,190045.98337950133,12.0,8854.285714285714,4827.0,8.06090632185025,0.1847124559125297,0.0832367320440167,0.0507631204419214
Q9286,1.337818734862512,279671.6,3479.8966729568874,37.68536585365853,8223.616190476187,12.0,4725.814285714286,1233.37,6.964120949345356,0.4789344178035382,-0.11522580009433,0.1144553358362936
Q9287,2.83709274977596,770410.0,529161.859375,84.0,494651.5555555556,11.0,9035.714285714286,4811.0,8.878796211243394,0.1918238226925077,0.088860312007225,0.0419807869041305
Q9288,2.3860311680906423,770280.0,765751.25,7.777777777777778,506624.8888888889,13.0,9022.857142857143,4797.0,9.605023711457449,0.194936010622641,0.0884364812401145,0.0375854291632176
Q9289,1.3464430826213896,220844.3,2759.554802596,44.96666666666666,6509.734829931983,11.0,4548.114285714286,558.5,7.596588406552977,0.7078515220211395,0.0057332300702812,0.1104737314407999
Q9290,2.979722400645998,419280.0,484551.066784497,94.8780487804878,1411475.283446712,13.0,8475.714285714286,810.0,7.43828277013732,0.7353748248562587,0.1454355574717132,0.0817726124084035
Q9291,3.057595255753779,419370.0,613407.1607874223,91.1904761904762,1521529.7052154194,12.0,8490.0,820.0,7.474627373425557,0.7371369304709162,0.1408464062201631,0.0812109684863793
Q9292,2.030225402423746,222443.4,19414.56470945248,49.399999999999984,32811.41307851241,11.0,4642.714285714286,492.7,7.310176347109252,0.7315126960929297,0.0829533727379985,0.1095740936703179
Q9293,1.5556652304431258,981400.0,450411.9318181818,-28.571428571428573,470747.922437673,3.0,12471.42857142857,6500.0,5.244112484372583,0.1860410860749085,-0.1715306901385975,0.1287993793949979
Q9294,2.959093726278048,460682.0,7375.443072702334,53.8421052631579,6777.727499999999,11.0,5362.0,2882.2000000000003,7.297703667048966,0.2405939468760647,0.016779906262605,0.1117040323824996
Q9295,2.9350154690707058,980800.0,1021218.820861678,50.0,1749843.75,1.0,12485.714285714286,6500.0,7.233264394345332,0.1954627701697504,-0.1492755899272814,0.1043728570192377
Q9296,0.6887731900256094,360432.0,1850.7617993079584,53.61904761904762,1983.96,12.0,5176.142857142857,1390.7,8.286267080676769,0.4512207439443201,0.0381092364373949,0.1037268074294682
Q9297,2.35398495717594,360443.0,4797.865743944636,49.53658536585366,3886.365650969528,12.0,5180.857142857143,1383.7,8.28917474031417,0.4513787969413866,0.0375245840972982,0.1036163156263189
Q9298,2.006884809331824,364277.0,46108.36247417355,62.9,62125.29,13.0,5286.0,1275.5,8.147244890363211,0.4727843271099204,0.0822664224092465,0.1064985171649356
Q9299,3.1133891568811576,940000.0,790803.2312147539,34.375,866172.8395061728,11.0,11414.285714285714,5500.0,10.699558541602409,0.2268611970262018,0.0632567236598251,0.0294150523700619
Q9300,2.8904504520664016,940300.0,1168243.75,20.0,1194792.899408284,11.0,11500.0,5400.0,11.0368520377589,0.2288361693011869,0.0688767469615716,0.0287445644764031
Q9301,1.0772060680317077,223120.0,11057.86712802768,45.15,29738.090000000004,11.0,5645.0,506.6,7.790016427053176,0.775268693404259,0.0120700469386656,0.0892182897185441
Q9302,3.2877212685884927,222992.0,45329.6091349481,47.225,154655.3275,11.0,5676.428571428572,515.3,7.717453247588637,0.776094958733999,0.0108415538864376,0.0887740505583539
Q9303,2.5099854964286634,200613.12,36826.46164658933,47.95171428571429,22128.589302734355,11.0,4388.535714285714,261.18,7.104594604297234,0.7267312543582404,0.1614098709035214,0.0591980884608741
Q9304,2.3088293689940897,186058.0,31581.440040479,24.87878787878788,2259.8125,11.0,2591.285714285714,1035.0,8.156163195201387,0.2905495977310547,-0.0400303997970388,0.0622392507822843
Q9305,2.687428853589112,556310.0,8248687.9406308,-180.625,1086448.979591837,1.0,12080.0,975.0,7.7930964990342515,0.6957129684650528,-0.2114508679833713,0.0995260181996501
Q9306,2.159367201566338,602858.84,51060.91613109339,152.16314285714284,96793.21146944462,11.0,13552.070000000003,1753.315,6.465682813302153,0.679612568644238,0.1373595838373899,0.067550253819994
Q9307,2.823344772966824,641969.4,357426.42769375123,123.7,491816.327590028,3.0,23523.385714285712,2015.75,5.247278056511208,1.093744152359393,-0.0461952315431797,0.0566025948889789
Q9308,2.6274199344538918,440992.2,39775.15387992886,129.02705882352942,90578.14582469124,11.0,8675.997142857143,1026.71,6.869236533616442,0.6709134198481415,0.2183081370817705,0.0779664819156887
Q9309,3.2495642981532105,986007.0,5919033.156266667,114.29032258064515,513437.8933333334,11.0,16045.857142857143,5305.5,7.578569861126295,0.3716897286883088,0.1514022373523176,0.0298301170400715
Q9310,1.001731915730836,119029.0,102014.12889273356,176.5,138438.91666666666,11.0,5965.428571428572,292.4,6.471171580989997,0.8804959215992157,-0.3147421462485857,0.1731724954428753
Q9311,0.7646078961241103,321076.10000000003,1676.4533333333331,43.11860465116278,2257.2596900826447,11.0,4975.442857142857,899.2,8.290153835727107,0.5113038723660844,0.0581704374511289,0.1039174385424272
Q9312,2.364191468498073,711884.1200000001,85537.41600759688,216.1757142857143,202790.35126436016,11.0,16451.238571428574,2002.362,6.501121193699768,0.702529705780903,0.1580310384086477,0.0662419107715804
Q9313,2.0572617049784534,458900.0,7518851.606805295,-46.66666666666666,8067343.75,10.0,12071.42857142857,3140.0,9.57606281017218,0.3936878041023806,-0.1141537255778772,0.0718702437324384
Q9314,2.3959666956182604,465290.0,724588.18359375,128.6206896551724,685071.0059171597,11.0,9980.0,1523.0,7.254341517022243,0.5612286710505086,0.3387004805201662,0.0679172749259747
Q9315,1.8922778753591212,83790.0,57811.72076989371,51.73913043478261,115724.0,12.0,1920.0,305.0,8.705048302223242,0.5365503040664636,0.246614317811335,0.065304182035506
Q9316,2.6789080851181386,143190.0,4419817.906336087,59.09090909090909,14796143.75,0.0,4017.142857142857,480.0,12.806406214527328,0.9098197693112996,0.0135492146436606,0.0054411692097223
Q9317,2.4409871381682877,526550.0,856152.24609375,188.57142857142856,1002207.638888889,12.0,11851.42857142857,1670.0,6.992923999347537,0.5875410627322366,0.3297618775002645,0.0675487252713609
Q9318,2.379007539390057,406400.0,2140250.472589792,21.05263157894737,858055.5555555556,1.0,8671.42857142857,3680.0,8.036706851631322,0.2833090261146096,-0.0008319364105023,0.0390413717559896
Q9319,2.5353865807896137,333700.0,7753155.555555556,-261.53846153846155,1713333.3333333333,1.0,10142.857142857143,1800.0,9.400376397280928,0.521578999376194,-0.1270733418414543,0.0786161634483167
Q9320,2.1835642046932495,69650.0,58063.49826388888,49.04761904761905,35219.8347107438,11.0,1792.857142857143,520.0,7.594362469995725,0.4269788753429813,0.1224507178115545,0.1546250898758317
Q9321,2.1461589647887536,76890.0,67729.12326388889,62.22222222222222,56998.4375,11.0,2167.1428571428573,244.00000000000003,7.984777920326874,0.5534125156031545,-0.1093005340444837,0.1513116382666788
Q9322,1.902110408242135,703860.0,23552.427495593656,27.466666666666665,24528.87811634349,12.0,6354.285714285715,490.0,11.940797269270352,0.6121617590378934,0.3761473190426858,0.0308571332833381
Q9323,3.166172675664209,949300.0,23681.55744271752,14.75,5065.0,11.0,9852.857142857143,7221.0,7.674088601037815,0.1038062698927071,0.0619826885471877,0.065925628297863
Q9324,2.29002733617808,630994.0,142799.8347709697,56.5,103720.25,11.0,8868.57142857143,2024.7,8.531203834243382,0.457151379126996,-0.0097990537431177,0.081600226807286
Q9325,3.1489490223397523,260720.0,443818.945699564,-14.411764705882351,192264.75,11.0,4207.142857142857,1027.0,7.460692495200708,0.4307601693743553,0.255107778448809,0.0818075393300201
Q9326,2.930206097695535,940130.0,10336.466389054134,19.444444444444443,2911.0,11.0,9844.285714285714,6961.0,8.705026615118603,0.1033027159775332,0.0237312428660776,0.048280832926507
Q9327,0.3641492005451991,859600.0,683.1065759637189,40.97560975609756,526.530612244898,11.0,9894.285714285714,5381.0,8.812231874080295,0.1953673723185189,-0.0435570840480234,0.0691562213669074
Q9328,2.696262199355081,223856.0,27333.02104804761,6.2,28807.58984375,13.0,2554.428571428572,1290.4,10.098444588929834,0.2287061478871228,0.2969477515805394,0.0539648265715575
Q9329,3.312785942673848,1039030.0,67266.36756929978,50.66666666666666,90085.9375,11.0,10274.285714285714,7687.0,9.205535931034058,0.092746814808884,0.0455640653575188,0.0493180233078903
Q9330,1.936359698475078,189140.0,9318.511918021832,24.666666666666668,7840.816326530613,11.0,3171.428571428572,1323.0,6.624143358211176,0.2997043802279406,0.3125676076446771,0.0562886886253438
Q9331,3.043915004852975,714860.0,169374.7323022011,-1.935483870967742,66416.83673469388,0.0,7470.0,5154.0,8.143315067015392,0.1104153677947269,-0.0099893525812817,0.0342422992833152
Q9332,3.68852736252875,1658360.0,181780.4991891144,69.87012987012987,421489.7005113221,12.0,20174.28571428572,741.0,10.506315067902742,0.8502591256789412,0.443166940204557,0.0326847486228995
Q9333,2.522372198127795,880040.0,21525.91331517385,69.48717948717949,68510.19066403684,12.0,11012.857142857143,691.0,10.294013580852846,0.8150508664188265,0.4669698198256757,0.0321178712584726
Q9334,1.6221362405804103,325041.25999999995,13765.13329155554,75.21777777777775,4869.310968209855,11.0,6741.877142857143,1074.174,6.842655980759284,0.6019326619413025,0.1761578618931465,0.0601467072770098
Q9335,2.0646964587440255,249748.68,11925.581322022164,50.13236842105263,3540.323914127429,11.0,4674.968571428572,813.255,7.1283935052821015,0.5552540074147494,0.171376588620704,0.0577735982482708
Q9336,2.5764463104495587,440833.3,282941.07695810247,100.87647058823528,227012.6665051904,11.0,11744.342857142856,430.35,6.913315718694418,0.8046440147554574,0.0646019360965358,0.0536112680823127
Q9337,2.6665390109696867,156529.77,25420.15499134349,56.499411764705904,15346.982722666668,11.0,3265.3342857142857,217.46,7.153039352894152,0.7137961886946338,0.1867627479916014,0.0613888300020772
Q9338,2.8716409154081832,833445.5,2471524.4406071845,188.7599999999999,1224229.5224691366,11.0,15836.114285714286,3553.3500000000004,6.363696232313876,0.5108609351754533,0.1860833710137424,0.1030072293921051
Q9339,2.882680444762296,817007.6,2632575.982719875,184.5882352941176,1271972.2269896204,11.0,15632.157142857142,3537.36,6.523938270229436,0.5072935030597376,0.2114568922258131,0.1022604287233106
Q9340,2.310918980952952,183308.0,31931.59054709141,25.09375,2139.3155555555554,11.0,2539.5714285714284,1035.0,8.19799212948544,0.2881476073325468,-0.0153312312455272,0.0607767253282302
Q9341,3.057525715118066,472042.0,820591.5584415584,-22.294117647058822,52443.12888888889,1.0,7194.571428571428,2823.5,7.164619982494417,0.2806570088881407,0.003757387928905,0.1096472695638331
Q9342,3.067181522657184,467604.0,814975.5254501387,-40.18181818181818,52443.12888888889,1.0,7194.571428571428,2821.6,7.07506983431739,0.2819809222063431,0.0081898350838464,0.1103266559570623
Q9343,2.9896277092113532,386035.0,307319.19885309495,72.21428571428571,31558.24,1.0,5987.571428571428,2314.0,6.867551725919508,0.2887647898854658,0.1154018372971076,0.0584639986142359
Q9344,2.218554764665259,160990.30000000002,256937.91053145644,-11.272727272727264,7407.755208333335,11.0,3765.885714285715,1345.63,5.927652522785535,0.3430949412521624,-0.0410724028179783,0.152465800242996
Q9345,2.8289464067018337,441668.0,441768.1686625064,-16.1,56507.87109375,1.0,6913.714285714285,2746.0,7.1193118095382975,0.2759745545439806,-0.0197106559404208,0.0777705599869505
Q9346,3.6343730531843206,163531.59999999998,154324.82157231556,30.396969696969705,81368.449550173,11.0,3372.557142857143,739.6500000000001,6.326119622115155,0.4989016303532906,0.0886390900435635,0.0827755127672734
Q9347,2.755613063825044,97669.68,132028.28000716356,22.51058823529412,6709.969166089969,2.0,2576.8185714285714,433.12,5.372783598843826,0.6621259331069115,0.0135612722742333,0.0712984802015704
Q9348,2.1075565307677158,39582.58,3122.7632041587867,-2.529999999999996,1274.1387759999986,0.0,1295.2014285714286,1069.041,6.048860809863959,0.0741603047507096,-0.1603476242933358,0.0902561619795562
Q9349,1.6168913839105645,621625.65,43043.42310250665,157.93189189189192,43781.35992469127,11.0,13954.678571428569,1441.84,6.739267959729172,0.7033994707222445,0.1773304533003424,0.0626103533852329
Q9350,2.428948154862112,1131486.2999999998,41683.52592387544,149.35238095238097,109570.0547922438,11.0,15258.300000000005,4722.46,8.475033202535737,0.3994085677004776,0.0870551464799817,0.1030397782183626
